TenCoSo,SoGiayPhep,DiaChi,NgayCap,TinhTrang,TenHinhThuc,SoCCHN_NDD
Phòng khám Nội tổng hợp,00781/SYT-GPHĐ,"Số 8 Đường 9, Khu phố 4, Phường Tam Bình, Quận Thủ Đức, TP Hồ Chí Minh",2013-12-03 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001407/HCM-CCHN
Phòng chẩn trị y học cổ truyền,04696/SYT-GPHĐ,"38/23 Đường 147, KP3, Phường Phước Long B, Quận 9, TP Hồ Chí Minh",2015-07-24 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,0014171/BYT-CCHN
Phòng Chẩn trị Y học cổ truyền ,02938/SYT-GPHĐ,"794 Võ Văn Kiệt, Phường 5, Quận 5, TP Hồ Chí Minh",2014-07-24 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001510/HCM-CCHN
Phòng khám chuyên khoa Nội tiêu hóa,01618/SYT-GPHĐ,"12 Tuệ Tĩnh, Phường 13, Quận 11, TP Hồ Chí Minh",2014-02-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nội tiêu hóa,001514/BYT-CCHN
Phòng chẩn trị Y học cổ truyền ,03659/SYT-GPHĐ,"88 Bình Thới, Phường 14, Quận 11, TP Hồ Chí Minh",2014-10-08 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001517/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,01300/SYT-GPHĐ,"92-94 Nguyễn Thiện Thuật, Phường 2, Quận 3, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001518/BYT-CCHN
Phòng khám chuyên khoa Sản phụ khoa,04231/SYT-GPHĐ,"6 Đường số 16 - Cư xá Lữ Gia, Phường 15, Quận 11, TP Hồ Chí Minh",2015-02-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001420/HCM-CCHN
Phòng khám Nội tổng hợp ,02008/SYT-GPHĐ,"18 Đông Hồ, Phường 4, Quận 8, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001425/HCM-CCHN
Phòng khám chuyên khoa Nội thần kinh,01488/SYT-GPHĐ,"297/24 Lý Thường Kiệt, Phường 15, Quận 11, TP Hồ Chí Minh",2014-02-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nội thần kinh,001433/HCM-CCHN
Phòng khám chuyên khoa Da liễu,01946/SYT-GPHĐ,"16 Hòa Bình, Phường 5, Quận 11, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Da liễu,001435/BYT-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,03378/SYT-GPHĐ,"211 Đường số 29, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh",2014-08-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,001520/BYT-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,03020/SYT-GPHĐ,"90 Bà Hom, Phường 13, Quận 6, TP Hồ Chí Minh",2014-06-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,001523/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,04473/SYT-GPHĐ,"678 Lê Hồng Phong, Phường 10, Quận 10, TP Hồ Chí Minh",2015-05-04 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,0015262/HCM-CCHN
phòng khám nội tổng hợp ,04141/SYT-GPHĐ,"31C Trần Bình Trọng, Phường 1, Quận 5, TP Hồ Chí Minh",2014-12-18 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001528/HCM-CCHN
Phòng khám chuyên khoa Mắt,1442,"772 Hồng Bàng, Phường 1, Quận 11, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Mắt,001447/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01192/SYT-GPHĐ,"55 Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, TP Hồ Chí Minh",2013-12-20 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001456/HCM-CCHN
Phòng khám chuyên khoa Da liễu ,01299/SYT-GPHĐ,"226 Bình Tiên, Phường 4, Quận 6, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Da liễu,001462/BYT-CCHN
Công ty TNHH Tâm Gia An,124,"122B Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP Hồ Chí Minh",2013-06-05 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tâm thần,001463/HCM-CCHN
Phòng khám chuyên khoa Da liễu,02059/SYT-GPHĐ,"201 Nguyễn Biểu, Phường 2, Quận 5, TP Hồ Chí Minh",2014-03-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Da liễu,001285/BYT-CCHN
Phòng khám Nội tổng hợp ,04699/SYT-GPHĐ,"234C Nguyễn Văn Luông, Phường 11, Quận 6, TP Hồ Chí Minh",2015-07-30 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001286/BYT-CCHN
Phòng khám Nội tổng hợp ,00088/SYT-GPHĐ,"109G Lò Siêu, Phường 16, Quận 11, TP Hồ Chí Minh",2013-05-04 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001303/HCM-CCHN
Phòng khám Nội tổng hợp,02278/SYT-GPHĐ,"70B Trần Đình Xu, Phường Cô Giang, Quận 1, TP Hồ Chí Minh",2014-04-21 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001308/BYT-CCHN
Phòng khám Chẩn đoán hình ảnh,04962/SYT-GPHĐ,"564 Nguyễn Chí Thanh, Phường 7, Quận 11, TP Hồ Chí Minh",2015-10-29 0:00:00,Đang hoạt động,Phòng khám Chẩn đoán hình ảnh,001532/BYT-CCHN
Phòng khám chuyên khoa Chấn thương chỉnh hình,02672/SYT-GPHĐ,"51 Bông Sao, Phường 5, Quận 8, TP Hồ Chí Minh",2014-05-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Chấn thương chỉnh hình ,001543/BYT-CCHN
Phòng khám chuyên khoa Sản phụ khoa,04308/SYT-GPHĐ,"35/22 Nguyễn Quý Anh, Phường Tân Sơn Nhì, Quận Tân Phú, TP Hồ Chí Minh",2015-03-04 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001470/BYT-CCHN
Phòng khám Nội tổng hợp ,00979/SYT-GPHĐ,"228 Đỗ Xuân Hợp, Phường Phước Long A, Quận 9, TP Hồ Chí Minh",2013-12-11 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001474/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03574/SYT-GPHĐ,"A1/12 Ấp 1, Nguyễn Cửu Phú, Xã Tân Kiên, Huyện Bình Chánh, TP Hồ Chí Minh",2014-10-23 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001483/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01534/SYT-GPHĐ,"15G Đường số 17, Phường Tân Kiểng, Quận 7, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001485/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa,00692/SYT-GPHĐ,"25 Phạm Văn Hai, Phường 1, Quận Tân Bình, TP Hồ Chí Minh",2013-11-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001309/HCM-CCHN
Phòng khám đa khoa (Phòng khám số 2) thuộc Công ty TNHH Phòng khám Gia Đình Thành phố Hồ Chí Minh,01691/SYT-GPHĐ,"Tòa nhà The Manor, số 91 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TP Hồ Chí Minh",2014-01-25 0:00:00,Đang hoạt động,Phòng khám đa khoa,001310/HCM-CCHN
Phòng khám chuyên khoa Mắt,2473,"3/23 Quốc lộ 22, Khu phố 2, T.T.Hốc Môn  , Huyện Hóc Môn, TP Hồ Chí Minh",2014-04-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Mắt,001311/BYT-CCHN
Phòng chẩn trị y học cổ truyền,04077/SYT-GPHĐ,"F6/7 Tỉnh lộ 10, Ấp 6, Xã Lê Minh Xuân, Huyện Bình Chánh, TP Hồ Chí Minh",2014-11-25 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001486/HCM-CCHN
Phòng khám Nội tổng hợp,03544/SYT-GPHĐ,"84 Đường số 10, Phường 13, Quận 6, TP Hồ Chí Minh",2014-10-23 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001489/BYT-CCHN
Phòng Chẩn trị Y học cổ truyền ,04399/SYT-GPHĐ,"Số 843/17 Quốc lộ 22, Tổ 2, Khu phố 5, T.T.Củ Chi , Huyện Củ Chi, TP Hồ Chí Minh",2015-04-09 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001489/HCM-CCHN
Phòng Chẩn trị Y học cổ truyền ,03389/SYT-GPHĐ,"14/7B Ấp Trung Đông, Xã Thới Tam Thôn , Huyện Hóc Môn, TP Hồ Chí Minh",2014-09-10 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001491/HCM-CCHN
Phòng khám chuyên khoa Mắt,01531/SYT-GPHĐ,"06 Đường Số 4, Khu phố 5, Phường An Lạc A , Quận Bình Tân, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Mắt,001546/HCM-CCHN
Phòng khám Nội tổng hợp,04391/SYT-GPHĐ,"15 Đường số 18, Phường 4, Quận 8, TP Hồ Chí Minh",2015-04-01 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0015480/HCM-CCHN
Phòng khám chuyên khoa Chấn thương chỉnh hình ,04418/SYT-GPHĐ,"31/37 Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TP Hồ Chí Minh",2015-04-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Chấn thương chỉnh hình ,0015483/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt thuộc Chi nhánh Công ty TNHH Nha khoa Lan Anh,01541/SYT-GPHĐ,"130 Hà Huy Tập KP Nam Long I (H12) thuộc khu A - Đô thị mới Nam Thành phố (số cũ: B3-13 Hà Huy Tập, KP Nam Long I), Phường Tân Phong, Quận 7, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001550/HCM-CCHN
Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,02185/HCM-GPHĐ,"257 Lương Nhữ Học, Phường 12, Quận 5, TP Hồ Chí Minh",2017-02-21 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,001493/BYT-CCHN
PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN ,01219/SYT-GPHĐ,"63 Tăng Nhơn Phú, KP2, Phường Phước Long B, Quận 9, TP Hồ Chí Minh",2014-01-22 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001495/HCM-CCHN
Phòng khám nội tổng hợp ,05359/SYT-GPHĐ,"38/100C Lãnh Binh Thăng, Phường 13, Quận 11, TP Hồ Chí Minh",2015-12-28 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001496/KG-CCHN
Phòng Chẩn trị Y học cổ truyền ,03152/SYT-GPHĐ,"25A TA19, KP2, Phường Thới An, Quận 12, TP Hồ Chí Minh",2014-07-24 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001501/HCM-CCHN
Phòng khám chuyên khoa Ngoại lồng ngực,02368/SYT-GPHĐ,"399/30 Nguyễn Đình Chiểu, Phường 5, Quận 3, TP Hồ Chí Minh",2014-04-21 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ngoại lồng ngực,001312/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00645/SYT-GPHĐ,"317 Bùi Hữu Nghĩa, Phường 1, Quận Bình Thạnh, TP Hồ Chí Minh",2015-05-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001314/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,01077/SYT-GPHĐ,"C7/06 Ấp 4A, Xã Bình Hưng, Huyện Bình Chánh, TP Hồ Chí Minh",2013-12-16 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,001320/HCM-CCHN
Phòng khám chuyên khoa Ngoại (Chấn thương chỉnh hình),02706/SYT-GPHĐ,"133 Tạ Uyên, Phường 4, Quận 11, TP Hồ Chí Minh",2016-07-21 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Chấn thương chỉnh hình ,001504/BYT-CCHN
Phòng chẩn trị Y học cổ truyền thuộc Công ty TNHH Đông Y Dược Sài Gòn,03660/SYT-GPHĐ,"12 Đường số 14, KP 4, Phường Linh Đông, Quận Thủ Đức, TP Hồ Chí Minh",2014-10-08 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001512/HCM-CCHN
PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN ,01867/SYT-GPHĐ,"43E/2 Tổ 12, Khu phố 2, Phường Hiệp Thành, Quận 12, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001513/HCM-CCHN
Phòng khám chuyên khoa Chấn thương chỉnh hình ,04204/SYT-GPHĐ,"480/10 Nguyễn Tri Phương, Phường 9, Quận 10, TP Hồ Chí Minh",2015-01-15 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Chấn thương chỉnh hình ,0015513/HCM-CCHN
Phòng khám chuyên khoa Nhi,03868/SYT-GPHĐ,"386/24 Lê Văn Sỹ, Phường 14, Quận 3, TP Hồ Chí Minh",2014-10-30 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,001557/BYT-CCHN
Phòng khám chuyên khoa Sản phụ khoa,4408,"D13/52A Ấp 4, Xã Bình Chánh, Huyện Bình Chánh, TP Hồ Chí Minh",2015-04-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001559/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,1129,"30/12 Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1, TP Hồ Chí Minh",2013-12-16 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001561/BYT-CCHN
Phòng chẩn trị y học cổ truyền,03881/SYT-GPHĐ,"101 Hoàng Bật Đạt, Phường 15, Quận Tân Bình, TP Hồ Chí Minh",2015-12-16 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001521/HCM-CCHN
Trạm Y tế Xã Lý Nhơn Huyện Cần Giờ,05142/SYT-GPHĐ,"Dương Văn Hạnh, Tổ 13, Ấp Lý Thái Bữu, Xã Lý Nhơn, Huyện Cần Giờ, TP Hồ Chí Minh",2015-12-21 0:00:00,Đang hoạt động,Trạm y tế phường xã ,0015232/HCM-CCHN
Phòng khám Nội tổng hợp,03365/SYT-GPHĐ,"71/1 Cô Bắc, Phường Cô Giang, Quận 1, TP Hồ Chí Minh",2014-08-13 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0015278/BYT-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,03055/SYT-GPHĐ,"35 Tân Hòa Đông, Phường 14, Quận 6, TP Hồ Chí Minh",2014-07-04 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,0013217/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,00401/SYT-GPHĐ,"377/10 Phan Văn Trị, Phường 11, Quận Bình Thạnh, TP Hồ Chí Minh",2013-10-03 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001324/HCM-CCHN
Phòng Khám Nội Tổng Hợp,00047/SYT-GPHĐ,"221/2A Phạm Văn Chí, Phường 3, Quận 6, TP Hồ Chí Minh",2013-03-22 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001327/HCM-CCHN
Phòng khám Nội tổng hợp ,03219/SYT-GPHĐ,"583 Tỉnh lộ 15, Tổ 12, Ấp 7, Xã Tân Thạnh Đông, Huyện Củ Chi, TP Hồ Chí Minh",2014-07-25 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001328/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00752/SYT-GPHĐ,"149 Chu Văn An, Phường 26, Quận Bình Thạnh, TP Hồ Chí Minh",2013-11-29 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001567/HCM-CCHN
Phòng khám chuyên khoa Nội thần kinh,04693/HCM-GPHĐ,"786/2 Lê Văn Lương, Ấp 5, Xã Phước Kiểng, Huyện Nhà Bè, TP Hồ Chí Minh",2017-04-26 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nội thần kinh,0015700/HCM-CCHN
Trạm Y tế Phường Tân Tạo A Quận Bình Tân,05248/SYT-GPHĐ,"2 Đường số 2, KP3, Phường Tân Tạo A , Quận Bình Tân, TP Hồ Chí Minh",2015-12-24 0:00:00,Đang hoạt động,Trạm y tế phường xã ,0015781/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA SẢN PHỤ KHOA,03242/SYT-GPHĐ,"357A Nguyễn Trọng Tuyển, Phường 1, Quận Tân Bình, TP Hồ Chí Minh",2014-07-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001583/BYT-CCHN
Phòng khám chuyên khoa Nhi,03196/SYT-GPHĐ,"147 Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, TP Hồ Chí Minh",2014-07-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,001346/BYT-CCHN
phòng khám nội tổng hợp ,04109/SYT-GPHĐ,"902/1 Lê Văn Lương, Ấp 5, Xã Phước Kiểng, Huyện Nhà Bè, TP Hồ Chí Minh",2014-12-18 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0013478/BYT-CCHN
Phòng khám Nội tổng hợp ,02452/SYT-GPHĐ,"123 Quốc lộ 13 cũ, KP 3, Phường Hiệp Bình Phước, Quận Thủ Đức, TP Hồ Chí Minh",2014-04-24 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001349/HCM-CCHN
Trạm Y tế Phường Cầu Ông Lãnh Quận 1,05166/SYT-GPHĐ,"242 Võ Văn Kiệt (số cũ: 168 Bến Chương Dương), Phường Cầu Ông Lãnh, Quận 1, TP Hồ Chí Minh",2015-12-24 0:00:00,Đang hoạt động,Trạm y tế phường xã ,00135/KG-CCHN
Phòng chẩn trị y học cổ truyền,01754/SYT-GPHĐ,"505/10D Mã Lò, Phường Bình Hưng Hòa A , Quận Bình Tân, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001585/HCM-CCHN
Phòng chẩn trị Y học cổ truyền ,01752/SYT-GPHĐ,"123/5 Lê Lợi, Phường 3, Quận Gò Vấp, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001588/HCM-CCHN
PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN ,01753/SYT-GPHĐ,"158 Triệu Quang Phục, Phường 11, Quận 5, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001590/HCM-CCHN
Phòng khám chuyên khoa Nhi,01945/SYT-GPHĐ,"423/18 Nguyễn Kiệm, Phường 9, Quận Phú Nhuận, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,001529/BYT-CCHN
Phòng khám chuyên khoa Ngoại ,03284/SYT-GPHĐ,"232/5 Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, TP Hồ Chí Minh",2014-08-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ngoại,0015291/HCM-CCHN
Phòng khám Nội tổng hợp,02898/SYT-GPHĐ,"523 Hậu Giang, Phường 11, Quận 6, TP Hồ Chí Minh",2014-05-30 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0015293/HCM-CCHN
Phòng khám chuyên khoa Ngoại,01710/SYT-GPHĐ,"587 KP2 Nguyễn Thị Thập, Phường Tân Phong, Quận 7, TP Hồ Chí Minh",2014-02-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ngoại,001531/BYT-CCHN
Phòng khám chuyên khoa Phục hồi chức năng,04957/SYT-GPHĐ,"947 Trần Hưng Đạo, Phường 1, Quận 5, TP Hồ Chí Minh",2015-10-29 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phục hồi chức năng,001593/HCM-CCHN
Phòng Chẩn trị Y học cổ truyền ,03217/SYT-GPHĐ,"427 Xa Lộ Hà Nội, Tổ 5, Khu Phố 6, Phường Trường Thọ, Quận Thủ Đức, TP Hồ Chí Minh",2014-07-24 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001595/HCM-CCHN
Phòng khám chuyên khoa Mắt,03327/SYT-GPHĐ,"417 Sư Vạn Hạnh (nối dài), Phường 12, Quận 10, TP Hồ Chí Minh",2014-08-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Mắt,0015971/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,03859/SYT-GPHĐ,"98 Quách Đình Bảo, Phường Phú Thạnh, Quận Tân Phú, TP Hồ Chí Minh",2014-10-30 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,0016000/HCM-CCHN
Phòng khám chuyên khoa Mắt,03032/SYT-GPHĐ,"465 Bà Hạt, Phường 8, Quận 10, TP Hồ Chí Minh",2014-06-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Mắt,0015320/HCM-CCHN
Phòng khám Nội tổng hợp,4351,"35 Đường số 6, Phường 15, Quận Gò Vấp, TP Hồ Chí Minh",2015-03-04 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001535/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,02243/SYT-GPHĐ,"572/10 Âu Cơ, Phường 10, Quận Tân Bình, TP Hồ Chí Minh",2014-04-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001538/BYT-CCHN
Phòng khám Nội tổng hợp,03435/SYT-GPHĐ,"784 Nguyễn Chí Thanh, Phường 4, Quận 11, TP Hồ Chí Minh",2014-09-23 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0015417/HCM-CCHN
Phòng khám Nội tổng hợp,03136/SYT-GPHĐ,"06 Lê Lai, Phường 12, Quận Tân Bình, TP Hồ Chí Minh",2014-07-14 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0016035/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA NHI ,00582/SYT-GPHĐ,"49B Đường 16, Phường 4, Quận 8, TP Hồ Chí Minh",2013-11-05 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,001604/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt thuộc Công ty TNHH Nha khoa Kim Xuân Smile,00424/HCM-GPHĐ,"165 Ngô Tất Tố, Phường 22, Quận Bình Thạnh, TP Hồ Chí Minh",2017-06-30 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001604/HCM-CCHN
Phòng khám Nội tổng hợp,03740/SYT-GPHĐ,"019A Lô A, Chung cư Phạm Thế Hiển, Phường 4, Quận 8, TP Hồ Chí Minh",2016-10-19 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0015424/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03656/HCM-GPHĐ,"290 Tỉnh lộ 8, tổ 5, KP4, T.T.Củ Chi , Huyện Củ Chi, TP Hồ Chí Minh",2017-04-14 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,0015431/HCM-CCHN
Phòng khám Nội tổng hợp,03137/SYT-GPHĐ,"106 Lê Đại Hành, Phường 7, Quận 11, TP Hồ Chí Minh",2014-07-14 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0015459/HCM-CCHN
Phòng khám chuyên khoa Chấn thương chỉnh hình,03494/SYT-GPHĐ,"191 Nguyễn Lâm, Phường 6, Quận 10, TP Hồ Chí Minh",2014-10-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Chấn thương chỉnh hình ,001549/BYT-CCHN
Phòng khám chuyên khoa Răng hàm mặt thuộc Phòng khám Nha khoa Quốc Tế Sài Gòn,04798/SYT-GPHĐ,"Tầng 3, số 42-44 đường số 6, khu phố Hưng Phước III, khu A - Đô thị mới Nam Thành phố, Phường Tân Phong, Quận 7, TP Hồ Chí Minh",2015-09-07 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,0016074/BYT-CCHN
Phòng khám chuyên khoa Da liễu,04731/SYT-GPHĐ,"11 Trần Khánh Dư, Phường Tân Định, Quận 1, TP Hồ Chí Minh",2015-08-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Da liễu,001614/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00548/SYT-GPHĐ,"275/24 Bạch Đằng, Phường 15, Quận Bình Thạnh, TP Hồ Chí Minh",2013-11-05 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001617/HCM-CCHN
None,00188/SYT-GPHĐ,"77 Huỳnh Tịnh Của, Phường 8, Quận 3, TP.Hồ Chí Minh",2013-07-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001351/HCM-CCHN
Phòng khám Nội tổng hợp,01777/SYT-GPHĐ,"59 Đường 320 Bông Sao, Phường 5, Quận 8, TP Hồ Chí Minh",2014-03-24 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001359/HCM-CCHN
Phòng khám Nội tổng hợp,01277/SYT-GPHĐ,"226 Bình Tiên, Phường 4, Quận 6, TP Hồ Chí Minh",2014-02-11 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001363/BYT-CCHN
Trạm Y tế Phường 11 Quận 11,05280/SYT-GPHĐ,"351/7B Cư xá Lê Đại Hành, Phường 11, Quận 11, TP Hồ Chí Minh",2015-12-28 0:00:00,Đang hoạt động,Trạm y tế phường xã ,0013650/HCM-CCHN
Phòng khám chuyên khoa Chấn thương chỉnh hình ,04203/SYT-GPHĐ,"109/24/24 Dương Bá Trạc, Phường 1, Quận 8, TP Hồ Chí Minh",2015-01-14 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Chấn thương chỉnh hình ,0015519/HCM-CCHN
Phòng khám Nội tổng hợp,00946/SYT-GPHĐ,"44 Phước Hưng, Phường 8, Quận 5, TP Hồ Chí Minh",2013-12-10 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001552/BYT-CCHN
Phòng khám chuyên khoa Nhi,04865/SYT-GPHĐ,"410 Phan Huy Ích, Phường 12, Quận Gò Vấp, TP Hồ Chí Minh",2015-10-02 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,001558/BYT-CCHN
Phòng khám Nội tổng hợp (thuộc Công ty TNHH Bác sĩ Quốc),04918/SYT-GPHĐ,"D20A/42 Đoàn Nguyễn Tuân, Ấp 4, Xã Hưng Long, Huyện Bình Chánh, TP Hồ Chí Minh",2015-10-20 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0015617/HCM-CCHN
