"TenCoSo","SoGiayPhep","DiaChi","NgayCap","TinhTrang","TenHinhThuc","SoCCHN_NDD"
"Phòng chẩn trị y học cổ truyền","06238/HCM-GPHĐ","12/31 Phạm Văn Hai, Phường 2, Quận Tân Bình, TP Hồ Chí Minh","2017-04-14 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","000448/LĐ-CCHN"
"Phòng khám Chẩn đoán hình ảnh","06569/HCM-GPHĐ","95/100 Lê Văn Lương, Phường Tân Kiểng, Quận 7, TP Hồ Chí Minh","2017-08-14 00:00:00","Đang hoạt động","Phòng khám Chẩn đoán hình ảnh","001936/BRVT-CCHN"
"Phòng khám chuyên khoa Ngoại thần kinh","06235/HCM-GPHĐ","11 Đất Thánh, Phường 6, Quận Tân Bình, TP Hồ Chí Minh","2017-04-14 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại thần kinh","0013222/BYT-CCHN"
"Phòng khám Nội tổng hợp","06328/HCM-GPHĐ","21/5U Ấp Mỹ Hòa 1, Xã Trung Chánh, Huyện Hóc Môn, TP Hồ Chí Minh","2017-05-08 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000072/TNI-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","06362/HCM-GPHĐ","302 Lê Văn Việt, Khu phố 4, Phường Tăng Nhơn Phú B, Quận 9, TP Hồ Chí Minh","2017-05-15 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","0002079/TNI-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","06597/HCM-GPHĐ","144 đường Tên Lửa, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh","2017-08-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","000105/BTR-CCHN"
"Phòng xét nghiệm","06239/HCM-GPHĐ","495 Cộng Hòa, Phường 15, Quận Tân Bình, TP Hồ Chí Minh","2017-04-14 00:00:00","Đang hoạt động","Phòng xét nghiệm","000875/KG-CCHN"
"Công ty TNHH MTV Dịch vụ Y tế Hồng Phong","04294/SYT-GPHĐ","160-162 Lê Hồng Phong, Phường 3, Quận 5, TP Hồ Chí Minh","2017-04-21 00:00:00","Đang hoạt động","Phòng khám đa khoa","0025368/HCM-CCHN"
"Phòng khám đa khoa Galant - Chi nhánh Công ty Cổ phần GreenBiz","06178/HCM-GPHĐ","119 Trần Bình Trọng, Phường 2, Quận 5, TP Hồ Chí Minh","2017-08-04 00:00:00","Đang hoạt động","Phòng khám đa khoa","0015292/BYT-CCHN"
"Phòng khám đa khoa thuộc Công ty TNHH Trung Anh Minh","06530/HCM-GPHĐ","123 Vĩnh Hội, Phường 4, Quận 4, TP Hồ Chí Minh","2017-08-17 00:00:00","Đang hoạt động","Phòng khám đa khoa","002794/HNO-CCHN"
"Phòng khám đa khoa Thuộc Công ty TNHH Y khoa Bảo Phúc","06545/HCM-GPHĐ","E1/2D1 Ấp 5, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP Hồ Chí Minh","2017-08-17 00:00:00","Đang hoạt động","Phòng khám đa khoa","008619/HCM-CCHN"
"Phòng khám đa khoa thuộc Công ty Cổ phần Đầu tư Y Dược 99","06478/HCM-GPHĐ","99 Thuận Kiều, Phường 4, Quận 11, TP Hồ Chí Minh","2017-06-30 00:00:00","Đang hoạt động","Phòng khám đa khoa","001446/BYT-CCHN"
"Phòng khám đa khoa thuộc Công ty TNHH Phòng khám đa khoa Tâm Ý","06321/HCM-GPHĐ","3 Mạc Thiên Tích, Phường 11, Quận 5, TP Hồ Chí Minh","2017-05-05 00:00:00","Đang hoạt động","Phòng khám đa khoa","002197/HCM-CCHN"
"Phòng chẩn trị y học cổ truyền","06560/HCM-GPHĐ","73 Hậu Giang, Phường 5, Quận 6, TP Hồ Chí Minh","2017-07-31 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","037505/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","06555/HCM-GPHĐ","768 Lê Đức Thọ, Phường 15, Quận Gò Vấp, TP Hồ Chí Minh","2017-07-31 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","005449/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu","06534/HCM-GPHĐ","1.07 Lô AB, Chung cư Aview 1, Khu dân cư 13C đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, TP Hồ Chí Minh","2017-07-31 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","009964/HCM-CCHN"
"Phòng chẩn trị y học cổ truyền","06537/HCM-GPHĐ","449G/10 Lê Quang Định, Phường 5, Quận Bình Thạnh, TP Hồ Chí Minh","2017-07-31 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","0036085/HCM - CCHN"
"Phòng khám đa khoa thuộc Chi nhánh Công ty Cổ phần Y tế Việt Anh","06628/HCM-GPHĐ","398B Cách Mạng Tháng Tám, Phường 11, Quận 3, TP Hồ Chí Minh","2017-08-29 00:00:00","Đang hoạt động","Phòng khám đa khoa","0034345/HCM-CCHN"
"Phòng khám 2 thuộc Viện Tim TP. Hồ Chí Minh","06258/HCM-GPHĐ","01 Hàn Thuyên, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh","2017-04-14 00:00:00","Đang hoạt động","Phòng khám đa khoa","0026527"
"Phòng khám đa khoa Đại học Nguyễn Tất Thành thuộc Công ty Cổ phần Dệt May Sài Gòn","06718/HCM-GPHĐ","298A Nguyễn Tất Thành, Phường 13, Quận 4, TP Hồ Chí Minh","2017-11-08 00:00:00","Đang hoạt động","Phòng khám đa khoa","005269/BYT-CCHN"
"Trung Tâm Sức Khỏe Sinh Sản","06200/HCM-GPHĐ","957 đường 3 Tháng 2, Phường 7, Quận 11, TP Hồ Chí Minh","2017-02-20 00:00:00","Đang hoạt động","Phòng khám đa khoa","0022523/HCM-CCHN"
"Phòng khám đa khoa - Trung tâm Xét nghiệm và Chẩn đoán y khoa - Medical Diag Center ","06454/HCM-GPHĐ","414-416-418-420 Cao Thắng, Phường 12, Quận 10, TP Hồ Chí Minh","2017-06-21 00:00:00","Đang hoạt động","Phòng khám đa khoa","000791/HCM-CCHN"
"Cơ sở dịch vụ chăm sóc sức khỏe tại nhà thuộc Công ty cổ phần dịch vụ chăm sóc sử khỏe gia đình","06137/SYT-GPHĐ","006 tòa nhà H1 Hoàng Diệu, Phường 9, Quận 4, TP Hồ Chí Minh","2017-01-03 00:00:00","Đang hoạt động","Cơ sở dịch vụ chăm sóc sức khỏe tại nhà","0018467/HCM-CCHN"
"Phòng khám đa khoa thuộc Trung tâm Y Tế Quận Tân Bình","06828/HCM-GPHĐ","12 (số cũ: 261) Tân Hải, Phường 13, Quận Tân Bình, TP Hồ Chí Minh","2018-01-12 00:00:00","Đang hoạt động","Phòng khám đa khoa","002999/HCM-CCHN"
"Phòng khám đa khoa thuộc Trung tâm Y Tế Quận Bình Thạnh","06844/HCM-GPHĐ","99/6 Nơ Trang Long, Phường 11, Quận Bình Thạnh, TP Hồ Chí Minh","2018-02-27 00:00:00","Đang hoạt động","Phòng khám đa khoa","003940/HCM-CCHN"
"Phòng khám đa khoa thuộc Công ty Cổ phần Bệnh viện Pacific","01483/HCM-CCHN","4 - 4B Lê Quý Đôn, Phường 6, Quận 3, TP Hồ Chí Minh","2018-01-30 00:00:00","Đang hoạt động","Phòng khám đa khoa","002655/BYT-CCHN"
"Phòng khám đa khoa thuộc Công ty TNHH Dịch vụ Y tế GENTICAL Lạc Long Quân","01689/HCM-GPHĐ","951A Cách Mạng Tháng Tám, Phường 7, Quận Tân Bình, TP Hồ Chí Minh","2017-10-30 00:00:00","Đang hoạt động","Phòng khám đa khoa","010822/HCM-CCHN"
"Công ty Cổ phần Bệnh viện Y Dược Sài Gòn","06410/HCM-GPHĐ","407 Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, TP Hồ Chí Minh","2017-06-01 00:00:00","Đang hoạt động","Phòng khám đa khoa","000459/KG-CCHN"
"Phòng khám đa khoa thuộc Công ty Cổ phần Dịch vụ y tế & Thương mại Nhân Việt","06029/SYT-GPHĐ","189 Lê Văn Việt, Phường Hiệp Phú, Quận 9, TP Hồ Chí Minh","2016-11-03 00:00:00","Đang hoạt động","Phòng khám đa khoa","0015474/HCM-CCHN"
"Công ty TNHH Phòng khám đa khoa Vân Hải","06950/HCM-GPHĐ","691 Kinh Dương Vương, KP3, Phường An lạc , Quận Bình Tân, TP Hồ Chí Minh","2018-04-09 00:00:00","Đang hoạt động","Phòng khám đa khoa","000492/HCM-CCHN"
"Công ty TNHH Một thành viên Bệnh viện Y Dược Đông Sài Gòn","00131/HCM-GPHĐ","375-377 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, TP Hồ Chí Minh","2018-04-23 00:00:00","Đang hoạt động","Phòng khám đa khoa","0006202/BYT-CCHN"
"Công ty TNHH Phòng khám đa khoa Khang Thái","06951/HCM-GPHĐ","87-89 Thành Thái, Phường 14, Quận 10, TP Hồ Chí Minh","2018-03-30 00:00:00","Đang hoạt động","Phòng khám đa khoa","000632/HCM-CCHN"
"Phòng khám Nội tổng hơp","06900/HCM-GPHĐ","5 Mạc Thiên tích, Phường 11, Quận 5, TP Hồ Chí Minh","2018-02-22 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000265/KG-CCHN"
"Phòng khám đa khoa thuộc Công ty TNHH Phòng khám đa khoa Đại Việt","04656/HCM-GPHĐ","1503-1505-1507-1509 Đường 3/2, Phường 16, Quận 11, TP Hồ Chí Minh","2018-04-19 00:00:00","Đang hoạt động","Phòng khám đa khoa","006576/HCM-CCHN"
"PHÒNG KHÁM ĐA KHOA (THUỘC CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN PHÒNG KHÁM ĐA KHOA HƯNG LỘC)","06786/HCM-GPHĐ","578-580, Hương lộ 2, Phường Bình Trị Đông, Quận Bình Tân, TP Hồ Chí Mi","2017-12-18 00:00:00","Đang hoạt động","Phòng khám đa khoa","000358/LA-CCHN"
"PHÒNG KHÁM ĐA KHOA (THUỘC CHI NHÁNH 1- CÔNG TY TNHH TRUNG TÂM TRIỆU LIỆU VÀ PHỤC HỒI CHỨC NĂNG AN NHIÊN)","06996/HCM-GPHĐ","Số 87, Trường Chinh, Phường 12, Quận Tân Bình, TP Hồ Chí Minh","2018-04-26 00:00:00","Đang hoạt động","Phòng khám đa khoa","0037259/HCM-CCHN"
"CHI NHÁNH CÔNG TY CỔ PHẦN CHĂM SÓC SỨC KHỎE VIỆT GIA - PHÒNG KHÁM ĐA KHOA SÀI GÒN TORANOMON","06780/HCM-GPHĐ","65, Võ Văn Tần, Phường 6, Quận 3, TP Hồ Chí Minh","2017-12-20 00:00:00","Đang hoạt động","Phòng khám đa khoa","004508/BYT-CCHN"
"Phòng khám đa khoa DHA GOLD thuộc Công ty Cổ phần Y tế DHA","06982/HCM-GPHĐ","Tầng 1 và Tầng lửng Lô E23, Khu dân cư Phú Mỹ, Phường Phú Mỹ, Quận 7, TP Hồ Chí Minh","2018-04-13 00:00:00","Đang hoạt động","Phòng khám đa khoa","003801/HCM-CCHN"
"Phòng khám đa khoa thuộc Phòng khám Quốc tế Careplus - Chi nhánh Công ty TNHH CityClinic Việt Nam","07130/HCM-GPHĐ","Lầu 2, Tòa nhà Crescent Plaza, 105 Tôn Dật Tiên, Phường Tân Phú, Quận 7, TP Hồ Chí Minh","2018-08-08 00:00:00","Đang hoạt động","Phòng khám đa khoa","003191/BD-CCHN"
"Bệnh viện Gia An 115","233/BYT-GPHĐ","05 Đường 17A, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh","2018-08-31 00:00:00","Đang hoạt động","Bệnh viện đa khoa","003969/HCM-CCHN"
"Bệnh viện Phẫu thuật thẩm mỹ - Răng Hàm Mặt World Wide","217/BYT-GPHĐ","244A Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, TP Hồ Chí Minh","2018-02-06 00:00:00","Đang hoạt động","Bệnh viện chuyên khoa","001235/HCM-CCHN"
"Phòng khám đa khoa thuộc Công ty Cổ phần Đại Y","07198/HCM-GPHĐ","274-268/4-268/5 Hải Thượng Lãn Ông, Phường 14, Quận 5, TP Hồ Chí Minh","2018-09-19 00:00:00","Đang hoạt động","Phòng khám đa khoa","002404/BYT-CCHN"
"Công ty Cổ phần Y tế Y Việt - Phòng khám Bệnh viện Đại học Y Dược 1","06883/HCM-GPHĐ","20 - 22 Dương Quang Trung, Phường 12, Quận 10, TP Hồ Chí Minh","2018-01-26 00:00:00","Đang hoạt động","Phòng khám đa khoa","001613/BYT-CCHN"
"Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","06052/HCM-GPHĐ","506/22 Đường 3 Tháng 2, Phường 14, Quận 10, TP Hồ Chí Minh","2017-11-03 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","0031949/HCM-CCHN"
"Nha khoa Kim Nguyễn Oanh thuộc Chi nhánh Minh Khai - Công ty TNHH Nha Khoa Kim","06139/SYT-GPHĐ","02 Nguyễn Oanh, Phường 7, Quận Gò Vấp, TP Hồ Chí Minh","2016-12-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","011090/HCM-CCHN"
"Phòng khám chuyên khoa thẩm mỹ thuộc Công ty TNHH TM MH Beauty","00616/HCM-GPHĐ","632 Sư Vạn Hạnh, Phường 10, Quận 10, TP Hồ Chí Minh","2018-08-01 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","000576/HCM-CCHN"
"Bệnh viện Quốc tế Mỹ","231/BYT-GPHĐ","6 Bắc Nam 3, Phường An Phú, Quận 2, TP Hồ Chí Minh","2018-08-10 00:00:00","Đang hoạt động","Bệnh viện đa khoa","0025947/HCM-CCHN"
"Muse Clinic","04818/HCM-GPHĐ","số 50-52 đường Phạm Ngọc Thạch, Phường 6, Quận 3, TP Hồ Chí Minh","2018-07-20 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","012562/HCM-CCHN"
"Nha khoa Minh Tâm thuộc Công ty TNHH Nha khoa Minh Tâm","00305/HCM-GPHĐ","213 Bàu Cát, Phường 12, Quận Tân Bình, TP Hồ Chí Minh","2018-10-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","001690/HCM-CCHN"
"Phòng khám chuyên khoa Trị liệu Thần kinh cột sống Hoa Kỳ","06870/HCM-GPHĐ","99 Nguyễn Du, Phường Bến Thành, Quận 1, TP Hồ Chí Minh","2018-07-05 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phục hồi chức năng","035789/BYT-CCHN"
"Bệnh viện Mắt Quốc Tế Hoàn Mỹ Sài Gòn","235/BYT-GPHĐ","số 27 Kỳ Đồng, Phường 9, Quận 3, TP Hồ Chí Minh","2018-10-16 00:00:00","Đang hoạt động","Bệnh viện chuyên khoa","004345/HNO-CCHN"
"Bệnh viện Đa khoa Quốc tế Nam Sài Gòn","230/BYT-GPHĐ","88 Đường số 8, KDC Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, TP Hồ Chí Minh","2018-08-10 00:00:00","Đang hoạt động","Bệnh viện đa khoa","002680/HCM-CCHN"
"Bệnh viện Thẩm mỹ Đông Á","238/BYT-GPHĐ","218 Nguyễn Trãi, Phường 3, Quận 5, TP Hồ Chí Minh","2018-11-06 00:00:00","Đang hoạt động","Bệnh viện chuyên khoa","000378/BP-CCHN"
"Phòng Xét nghiệm thuộc Công ty TNHH Thương mại và Dịch vụ Y tế MEDLAB","07027/HCM-GPHĐ","250 Vĩnh Viễn, Phường 4, Quận 10, TP Hồ Chí Minh","2018-05-28 00:00:00","Đang hoạt động","Phòng xét nghiệm","008682/HCM-CCHN"
"Phòng khám, điều trị HIV/AIDS thuộc Trung tâm Y tế Quận Thủ Đức","06858/HCM-GPHĐ","2 Nguyễn Văn Lịch, Phường Linh Tây, Quận Thủ Đức, TP Hồ Chí Minh","2018-01-25 00:00:00","Đang hoạt động","Phòng khám, điều trị HIV/AIDS","0035818/HCM-CCHN"
"Phòng khám, điều trị HIV/AIDS thuộc Trung tâm Y tế Quận 5","06837/HCM-GPHĐ","225B Trần Hưng Đạo, Phường 10, Quận 5, TP Hồ Chí Minh","2018-01-17 00:00:00","Đang hoạt động","Phòng khám, điều trị HIV/AIDS","0034895/HCM-CCHN"
"Phòng khám đa khoa thuộc Trung tâm Y tế Quận 6","06698/HCM-GPHĐ","A14/1 Bà Hom, Phường 13, Quận 6, TP Hồ Chí Minh","2017-11-07 00:00:00","Đang hoạt động","Phòng khám đa khoa","001079/HCM-CCHN"
"Phòng khám, điều trị HIV/AIDS thuộc Trung tâm Y tế Quận Bình Tân","07052/HCM-GPHĐ","635 Tỉnh lộ 10, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh","2018-06-05 00:00:00","Đang hoạt động","Phòng khám, điều trị HIV/AIDS","0029793/HCM-CCHN"
"Phòng khám, điều trị HIV/AIDS thuộc Trung tâm Y tế Huyện Cần Giờ","06875/HCM-GPHĐ","Khu phố Miễu Ba, T.T.Cần Thạnh , Huyện Cần Giờ, TP Hồ Chí Minh","2018-01-23 00:00:00","Đang hoạt động","Phòng khám, điều trị HIV/AIDS","0031427/HCM-CCHN"
"Phòng khám đa khoa thuộc Trung tâm Y tế Quận 1","06915/HCM-GPHĐ","01-02 Đặng Tất, Phường Tân Định, Quận 1, TP Hồ Chí Minh","2018-02-22 00:00:00","Đang hoạt động","Phòng khám đa khoa","0025991/HCM-CCHN"
"Phòng khám chuyên khoa Thẩm mỹ thuộc Công ty TNHH Thẩm mỹ Nguyễn Kỳ","06997/HCM-GPHĐ","181 J Bình Thới, Phường 9, Quận 11, TP Hồ Chí Minh","2018-05-03 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","0016014/HCM-CCHN"
"Phòng khám đa khoa Bình Trưng Tây thuộc Trung tâm Y tế Quận 2","07078/HCM-GPHĐ","72 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, TP Hồ Chí Minh","2018-07-10 00:00:00","Đang hoạt động","Phòng khám đa khoa","0023591/HCM-CCHN"
"Phòng Xét nghiệm thuộc Trung tâm Y tế dự phòng Thành phố Hồ Chí Minh","07254/HCM-GPHĐ","699 Trần Hưng Đạo, Phường 1, Quận 5, TP Hồ Chí Minh","2018-11-08 00:00:00","Đang hoạt động","Phòng xét nghiệm","042327/HCM-CCHN`"
"Phòng khám đa khoa thuộc Trung tâm Y tế Quận 4","06725/HCM-GPHĐ","51 Vĩnh Khánh, Phường 9, Quận 4, TP Hồ Chí Minh","2018-07-03 00:00:00","Đang hoạt động","Phòng khám đa khoa","0009454/ĐNAI-CCHN"
"PHÒNG KHÁM ĐA KHOA TÂM PHÚC","06567/HCM-GPHĐ","464 ĐƯỜNG SỐ 7, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh","2017-08-29 00:00:00","Đang hoạt động","Phòng khám đa khoa","004919/HCM-CCHN"
"Phòng khám, điều trị HIV/AIDS thuộc Trung tâm Y tế Huyện Củ Chi","07083/HCM-GPHĐ","256 Tỉnh lộ 8, Ấp 2, Xã Tân Thạnh Tây, Huyện Củ Chi, TP Hồ Chí Minh","2018-07-05 00:00:00","Đang hoạt động","Phòng khám, điều trị HIV/AIDS","0032340/HCM-CCHN"
"Phòng khám chuyên khoa Phục hồi chức năng thuộc Công ty TNHH Phát triển Y tế Gia Đình","00450/HCM-GPHĐ","19 Đặng Hữu Phổ, Phường Thảo Điền, Quận 2, TP Hồ Chí Minh","2018-12-14 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phục hồi chức năng","000194/BYT-CCHN"
"Phòng khám điều trị HIV/AIDS (Thuộc Trung tâm Y tế Huyện Nhà Bè)","06882/HCM-GPHĐ","01 đường số 18, KDC Cotec, Ấp 1, Xã Phú Xuân, Huyện Nhà Bè, TP Hồ Chí Minh","2018-01-23 00:00:00","Đang hoạt động","Phòng khám, điều trị HIV/AIDS","0033632/HCM-CCHN"
"PHÒNG KHÁM NHA KHOA BỜ BIỂN TÂY","03516/HCM-GPHĐ","Norfolk Mansion, 17-19-21 Lý Tự Trọng, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh","2017-04-26 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000017/BYT-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt thuộc Công ty TNHH Thương mại Dịch vụ Nha khoa Tâm Phúc","07136/HCM-GPHĐ","75A Bình Long, Phường Bình Hưng Hòa A , Quận Bình Tân, TP Hồ Chí Minh","2018-08-22 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000096/ĐNAI-CCHN"
"Hộ kinh doanh Hoàng Minh Star","07316/HCM-GPHĐ","81 Minh Phụng, Phường 9, Quận 6, TP Hồ Chí Minh","2019-01-09 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","0028464/HCM-CCHN"
"Phòng khám chuyên khoa Thẩm Mỹ","06820/HCM-GPHĐ","377 Sư Vạn Hạnh (nd), Phường 12, Quận 10, TP Hồ Chí Minh","2017-12-29 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","0011441/BYT-CCHN"
"Phòng khám đa khoa thuộc Trung tâm Y tế Quận 12","06983/HCM-GPHĐ","495 Dương Thị Mười, Khu phố 6, Phường Hiệp Thành, Quận 12, TP Hồ Chí Minh","2018-04-27 00:00:00","Đang hoạt động","Phòng khám đa khoa","038519/HCM-CCHN"
"Nha khoa Kim Gò Vấp Thuộc Chi nhánh Minh Khai - Công ty TNHH Nha Khoa Kim","07061/HCM-GPHĐ","366A25 - 366A26 Phan Văn Trị, Phường 5, Quận Gò Vấp, TP Hồ Chí Minh","2017-07-25 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","006920/ĐNAI-CCHN"
"Phòng khám đa khoa (Thuộc Trung tâm Y tế Quận 3)","07166/HCM-GPHĐ","80/5 Bà Huyện Thanh Quan, Phường 9, Quận 3, TP Hồ Chí Minh","2018-08-28 00:00:00","Đang hoạt động","Phòng khám đa khoa","039208/HCM-CCHN"
"Phòng khám Nội Tổng Hợp","07306/HCM-GPHĐ","Số 5 Mạc Thiên Tích, Phường 11, Quận 5, TP Hồ Chí Minh","2019-01-04 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","0006214/BYT-CCHN"
"Phòng khám đa khoa thuộc Chi nhánh Công ty TNHH Y tế Thiên Ngọc","07386/HCM-GPHĐ","1589 Đường 3 Tháng 2, Phường 16, Quận 11, TP Hồ Chí Minh","2019-01-25 00:00:00","Đang hoạt động","Phòng khám đa khoa","000381/LA-CCHN"
"Phòng khám đa khoa thuộc Trung tâm Y tế Quận 8","06914/HCM-GPHD","170 Tùng Thiện Vương, Phường 11, Quận 8, TP Hồ Chí Minh","2018-02-22 00:00:00","Đang hoạt động","Phòng khám đa khoa","000897/CT-CCHN"
"Phòng chẩn trị Y học cổ truyền","06891/HCM-GPHĐ","67 đường Giòng Ao, Khu phố Giòng Ao, T.T.Cần Thạnh , Huyện Cần Giờ, TP Hồ Chí Minh","2021-02-02 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","038362/HCM-CCHN"
"Phòng khám chuyên khoa Răng hàm mặt thuộc Công ty TNHH Nha Khoa Lan Anh","000437/HCM-GPHĐ","292, Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, TP Hồ Chí Minh","2017-10-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000986/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt thuộc Chi nhánh Nha khoa Dr. Vương Châu Văn Liêm Quận 5 - Công ty TNHH Nha khoa Dr. Vương","07248/HCM-GPHĐ","90-92 Châu Văn Liêm, Phường 11, Quận 5, TP Hồ Chí Minh","2018-11-23 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","0004842/BĐ-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt thuộc Công ty TNHH Nha khoa Dr. Vương","04339/HCM-GPHĐ","108 Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức, TP Hồ Chí Minh","2018-06-21 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","013711/HCM-CCHN"
"Phòng khám đa khoa thuộc Trung tâm Y tế huyện Bình Chánh","06827/HCM-GPHĐ","350  đường Tân Túc, T.T Tân Túc , Huyện Bình Chánh, TP Hồ Chí Minh","2018-03-01 00:00:00","Đang hoạt động","Phòng khám đa khoa","0015304/HCM-CCHN"
"Phòng khám chuyên khoa Thẩm mỹ GangWhoo - Chi nhánh Công ty TNHH Phùng Quang Diệu","06732/HCM-GPHĐ","57 Đường 3/2, Phường 11, Quận 10, TP Hồ Chí Minh","2018-01-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","000370/HCM-CCHN"
"Bệnh viện Thân Dân","243/BYT-GPHĐ","686 Trần Hưng Đạo, Phường 2, Quận 5, TP Hồ Chí Minh","2019-03-08 00:00:00","Đang hoạt động","Bệnh viện chuyên khoa","006259/HCM-CCHN"
"PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT (THUỘC CÔNG TY TNHH MỘT THÀNH VIÊN NHA KHOA AURIS)","06802/HCM-GPHĐ","11 Bis Nguyễn Gia Thiều, Phường 6, Quận 3, TP Hồ Chí Minh","2018-01-25 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","0003433/BTR-CCHN"
"Phòng Chẩn Trị Y Học Cổ Truyền (thuộc chi nhánh Gò Vấp - Công ty TNHH Trị Liệu Thần Kinh Cột Sống Pacific)","06766/HCM-GPHĐ","366A25-366A26 Phan Văn Trị, Phường 5, Quận Gò Vấp, TP Hồ Chí Minh","2017-12-22 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","0007142/BYT-CCHN"
"Phòng khám đa khoa Singapore Indochina Healthcare Group","07452/HCM-GPHĐ","Số 7 Đường Nội Khu Garden Plaza 1, Khu phố Garden Plaza 1, Phường Tân Phong, Quận 7, TP Hồ Chí Minh","2019-03-20 00:00:00","Đang hoạt động","Phòng khám đa khoa","002994/BYT-CCHN"
"Phòng Chẩn trị y học cổ truyền (thuộc chi nhánh 3 tháng 2- Công ty Cổ phần trị liệu thần kinh cột sống Pacific)","06913/HCM-GPHĐ","263-265 Đường 3/2, Phường 10, Quận 10, TP Hồ Chí Minh","2018-03-12 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","005749/BYT-CCHN"
"PHÒNG KHÁM CHẨN ĐOÁN HÌNH ẢNH (THUỘC CÔNG TY CỔ PHẦN PHÒNG KHÁM TRỊ LIỆU ĐAU CƠ XƯƠNG KHỚP PACIFIC)","07399/HCM-GPHĐ","475-477 Võ Văn Tần, Phường 5, Quận 3, TP Hồ Chí Minh","2019-03-05 00:00:00","Đang hoạt động","Phòng khám Chẩn đoán hình ảnh","000900/QNG-CCHN"
"PHÒNG KHÁM PACIFIC QUẬN 7 (THUỘC CHI NHÁNH MINH KHAI - CÔNG TY CỔ PHẦN PHÒNG KHÁM TRỊ LIỆU ĐAU CƠ XƯƠNG KHỚP PACIFIC)","07251/HCM-GPHĐ","493 Nguyễn Thị Thập, Phường Tân Phong, Quận 7, TP Hồ Chí Minh","2018-11-19 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","0007803/ĐNAI-CCHN"
